ID,IC50_nM
TEST_000,10.099037852613908
TEST_001,12.134088072796764
TEST_002,56.639142112171136
TEST_003,4.274996015544144
TEST_004,31.195907149258833
TEST_005,102.74708838236346
TEST_006,12.729167461935496
TEST_007,293.8495297191019
TEST_008,53.5252042640056
TEST_009,9.204495717531572
TEST_010,0.2970297844017848
TEST_011,41.599088006970284
TEST_012,168.53883981266443
TEST_013,54.30002130657256
TEST_014,73.68854816494337
TEST_015,68.10045287103824
TEST_016,27.920509127277196
TEST_017,37.342208543034985
TEST_018,233.49809049399124
TEST_019,234.8172512863612
TEST_020,118.90496789850924
TEST_021,10.454421356941554
TEST_022,428.93682552264534
TEST_023,7.668315978630152
TEST_024,185.8660202688534
TEST_025,4.274996015544144
TEST_026,35.13244162589742
TEST_027,5.8757052279022055
TEST_028,6.6026508661952334
TEST_029,26.60112475741905
TEST_030,2.8718084973001266
TEST_031,13.944405388714324
TEST_032,19.46455699498622
TEST_033,676.3580551539858
TEST_034,274.87801123104686
TEST_035,233.49809049399124
TEST_036,1613.887780409961
TEST_037,8.97152742143201
TEST_038,26.60112475741894
TEST_039,293.8495297191019
TEST_040,53.5252042640056
TEST_041,7.865626740581531
TEST_042,233.49809049399124
TEST_043,118.90496789850924
TEST_044,6.743416744629921
TEST_045,23.054512984006443
TEST_046,8.802377705913504
TEST_047,2.0800478865172063
TEST_048,9.204495717531572
TEST_049,23.054512984006443
TEST_050,33.9938223123288
TEST_051,5.919428265052993
TEST_052,5.925363528338449
TEST_053,5.759701812546557
TEST_054,5.919428265052993
TEST_055,233.49809049399124
TEST_056,49.750792135143314
TEST_057,32.147460151908206
TEST_058,4.381272222189078
TEST_059,287.96077473887226
TEST_060,0.4722732346745157
TEST_061,2485.0778590421946
TEST_062,233.49809049399124
TEST_063,26.405276181992704
TEST_064,20.543290145426027
TEST_065,13.283881720760583
TEST_066,5.4874006031901486
TEST_067,3.7583740428843586
TEST_068,66.75749009643029
TEST_069,57.85221612817309
TEST_070,23.054512984006443
TEST_071,37.618372279133
TEST_072,7.814478488541781
TEST_073,4.1728553785134155
TEST_074,24.98906461395629
TEST_075,562.3219029444783
TEST_076,4.987504876612179
TEST_077,6.4953117443874575
TEST_078,56.639142112171136
TEST_079,27.951170539918657
TEST_080,5.925363528338449
TEST_081,23.25189394070141
TEST_082,5.8757052279022055
TEST_083,6.223265555452584
TEST_084,14.507747890888878
TEST_085,2424.93443103348
TEST_086,19.46455699498622
TEST_087,254.84727841624456
TEST_088,6.874640622594856
TEST_089,5.054637324932384
TEST_090,8.287050779070032
TEST_091,3.930580241370965
TEST_092,13.091819229993776
TEST_093,4.8222160774341845
TEST_094,35.13244162589742
TEST_095,3.6414414660984376
TEST_096,20.543290145426027
TEST_097,4.8222160774341845
TEST_098,3.954576670784647
TEST_099,1.2473643663453133
TEST_100,6.4953117443874575
TEST_101,4.987504876612179
TEST_102,3.954576670784647
TEST_103,5.143041159832731
TEST_104,4.937419182496838
TEST_105,3.6414414660984376
TEST_106,5.054637324932384
TEST_107,501.4180920308947
TEST_108,3.930580241370965
TEST_109,20.473872763416416
TEST_110,118.90496789850924
TEST_111,19.76804114648168
TEST_112,31.195907149258833
