ID,IC50_nM
TEST_000,28.980108025297262
TEST_001,7.416517059022035
TEST_002,191.14663926422315
TEST_003,7.316443109490755
TEST_004,122.2831638227594
TEST_005,72.99615757292986
TEST_006,42.508423628466076
TEST_007,106.53688636675717
TEST_008,254.78078223801668
TEST_009,14.17751123121995
TEST_010,12.422242412937052
TEST_011,28.8071304977502
TEST_012,17.16524474298284
TEST_013,84.83987109859983
TEST_014,62.47409879015538
TEST_015,29.457294534215734
TEST_016,4.007744252804311
TEST_017,51.67315749771141
TEST_018,43.53113592296377
TEST_019,97.82696304434691
TEST_020,101.88259543931284
TEST_021,108.74267195462514
TEST_022,109.64781961431986
TEST_023,112.97959146728138
TEST_024,1336.595516546435
TEST_025,6.2646959810788765
TEST_026,38.27366048098124
TEST_027,22.58395501145568
TEST_028,12.493956801010171
TEST_029,279.57607275808385
TEST_030,5.482769649208502
TEST_031,16.56151262490047
TEST_032,111.19877424455576
TEST_033,420.82351542482513
TEST_034,162.54863742086087
TEST_035,47.42419852602458
TEST_036,219.07862171648534
TEST_037,80.43159233222764
TEST_038,98.40111057611345
TEST_039,109.06866565159865
TEST_040,52.84452517751781
TEST_041,128.1445085945796
TEST_042,174.94438179186324
TEST_043,101.88259543931284
TEST_044,162.25571405095337
TEST_045,60.167227540845474
TEST_046,41.31426206427591
TEST_047,4.527933083871703
TEST_048,15.85988376112273
TEST_049,49.35827803117613
TEST_050,51.784525360002384
TEST_051,84.3800930570703
TEST_052,67.20475466282947
TEST_053,78.12679345516021
TEST_054,84.3800930570703
TEST_055,175.99486638014696
TEST_056,41.734959846531865
TEST_057,88.3893621739413
TEST_058,89.90834429518107
TEST_059,80.70491789118647
TEST_060,221.25851843803807
TEST_061,234.9632820848276
TEST_062,65.88704043340714
TEST_063,5.519503333867338
TEST_064,115.7399614388319
TEST_065,12.38226230958982
TEST_066,9.92316013867013
TEST_067,11.824968703831193
TEST_068,49.068185676795196
TEST_069,11.021554617425545
TEST_070,123.83973100521132
TEST_071,5.8965773514624935
TEST_072,17.713321286869785
TEST_073,10.387236024226148
TEST_074,25.26969499378354
TEST_075,114.51832837615187
TEST_076,17.064752742216143
TEST_077,11.36318297667309
TEST_078,191.14663926422315
TEST_079,112.46049739669292
TEST_080,67.20475466282947
TEST_081,136.8043793056928
TEST_082,23.426100385925675
TEST_083,5.416266187341798
TEST_084,13.978696207468863
TEST_085,140.8315632366534
TEST_086,127.84978440332091
TEST_087,108.96825594561685
TEST_088,9.892361988514157
TEST_089,84.21704521982788
TEST_090,2.6202938648873912
TEST_091,395.2391894686327
TEST_092,157.03628043335613
TEST_093,127.33076060729661
TEST_094,118.57687481671475
TEST_095,17.42609189825941
TEST_096,115.7399614388319
TEST_097,128.42019745332271
TEST_098,21.22266896900758
TEST_099,37.21345560038722
TEST_100,5.472679310676936
TEST_101,26.442346992115816
TEST_102,21.22266896900758
TEST_103,27.777937729057022
TEST_104,15.367385997357294
TEST_105,3.7368012538211404
TEST_106,76.24300412007557
TEST_107,447.1981517887497
TEST_108,316.966477385453
TEST_109,63.08120779076997
TEST_110,101.88259543931284
TEST_111,86.12911802524896
TEST_112,79.88526251094514
