ID,IC50_nM
TEST_000,24.199143783392117
TEST_001,40.11745123088591
TEST_002,71.32634994479173
TEST_003,22.41816183610042
TEST_004,33.07120352372965
TEST_005,10.495424286523221
TEST_006,37.59888793858097
TEST_007,19.06923774508265
TEST_008,33.90848086197159
TEST_009,14.541191703751682
TEST_010,20.549440413452782
TEST_011,14.541191703751712
TEST_012,11.40249787561172
TEST_013,75.56140070930935
TEST_014,54.306273187434314
TEST_015,24.217724442317746
TEST_016,89.30998162235137
TEST_017,39.8474009717778
TEST_018,14.465496126319774
TEST_019,31.852974945358028
TEST_020,35.01950475430148
TEST_021,30.193723013427867
TEST_022,93.72382403964674
TEST_023,22.187072372089453
TEST_024,273.33799220533166
TEST_025,11.324003632355508
TEST_026,38.81146176670828
TEST_027,9.53088728164135
TEST_028,21.887693574314017
TEST_029,23.812226232768555
TEST_030,8.492456545477364
TEST_031,26.52772458621444
TEST_032,34.03167564532649
TEST_033,92.46981739382286
TEST_034,84.89849665156225
TEST_035,14.392403735581983
TEST_036,396.52904128819563
TEST_037,74.1395592709592
TEST_038,43.17178444709239
TEST_039,28.45116144233276
TEST_040,39.51390942401977
TEST_041,56.68915715231872
TEST_042,13.597216105372336
TEST_043,35.01950475430148
TEST_044,29.78516429429191
TEST_045,26.736219619997968
TEST_046,5.38683078429909
TEST_047,4.975079213514382
TEST_048,16.676311546101054
TEST_049,15.994352627103009
TEST_050,17.26632852743242
TEST_051,34.74561474970428
TEST_052,68.80183161430355
TEST_053,27.67578830625957
TEST_054,43.601356400039805
TEST_055,19.879250210418693
TEST_056,23.17394649968442
TEST_057,159.94966444846506
TEST_058,27.285589013883936
TEST_059,22.05464136392734
TEST_060,27.415741719278582
TEST_061,167.61002852847943
TEST_062,8.795624223426799
TEST_063,13.44208590889735
TEST_064,13.090613484409557
TEST_065,32.84732443030669
TEST_066,32.4937623618763
TEST_067,7.935056072275892
TEST_068,61.98691176360585
TEST_069,26.8761258883214
TEST_070,26.97490972903002
TEST_071,25.29880455887914
TEST_072,24.598011487888552
TEST_073,61.10827157025017
TEST_074,16.807379257087344
TEST_075,73.56140236865232
TEST_076,22.731774194101547
TEST_077,20.258160145013548
TEST_078,30.670204141619692
TEST_079,16.744030252550665
TEST_080,52.644135708680025
TEST_081,26.41192163271745
TEST_082,8.418473193508186
TEST_083,7.153193940753312
TEST_084,10.068543869559655
TEST_085,70.96594658257499
TEST_086,48.08116699084935
TEST_087,26.01956310263144
TEST_088,16.67247212551054
TEST_089,36.74514791999391
TEST_090,15.473907628208673
TEST_091,14.869624448689358
TEST_092,25.70395782768875
TEST_093,26.65426226590748
TEST_094,75.35868879469113
TEST_095,27.631216136520113
TEST_096,13.090613484409557
TEST_097,43.50858908147262
TEST_098,17.939073117341866
TEST_099,17.713321286869967
TEST_100,19.716659361422877
TEST_101,22.89812912107968
TEST_102,17.939073117341866
TEST_103,17.75006713500662
TEST_104,8.469023409846013
TEST_105,30.697287381836333
TEST_106,35.9500914930022
TEST_107,80.76068613289766
TEST_108,49.61922765442067
TEST_109,23.545070761849246
TEST_110,35.01950475430148
TEST_111,20.01120925381134
TEST_112,17.360410892444285
