ID,IC50_nM
TEST_000,25.85234839562173
TEST_001,17.510558574787762
TEST_002,137.78438433514665
TEST_003,21.06201898991258
TEST_004,56.606547383510765
TEST_005,5.446280436471707
TEST_006,46.44083289410491
TEST_007,22.153720218689255
TEST_008,31.662849744779777
TEST_009,12.407949007361044
TEST_010,10.879276133832807
TEST_011,4.430982144893003
TEST_012,5.77896414581905
TEST_013,85.03544719998048
TEST_014,68.64359179269931
TEST_015,100.42611601728939
TEST_016,186.3631317653696
TEST_017,106.64733318822772
TEST_018,35.05742390205317
TEST_019,58.22372674225067
TEST_020,40.05437873654051
TEST_021,35.93767691533272
TEST_022,61.22094090682611
TEST_023,4.9192625243416535
TEST_024,238.56130399308987
TEST_025,0.612209409068251
TEST_026,5.203792849344551
TEST_027,11.137815001346679
TEST_028,1.193438379210787
TEST_029,7.771771082980805
TEST_030,1.495546772744375
TEST_031,2.182227377565918
TEST_032,48.43284714743689
TEST_033,153.14400481900353
TEST_034,60.45051428653431
TEST_035,31.37473020819656
TEST_036,761.7281404686729
TEST_037,62.312474796950056
TEST_038,22.402681265938657
TEST_039,56.83903116531088
TEST_040,73.17004688803141
TEST_041,66.38959204886997
TEST_042,4.458615279480711
TEST_043,40.05437873654051
TEST_044,53.82697825162914
TEST_045,28.321744464141812
TEST_046,13.580007193632134
TEST_047,11.705770359631197
TEST_048,9.210856154484162
TEST_049,12.100407608569611
TEST_050,9.319658525658388
TEST_051,35.21924161848583
TEST_052,41.26482427315205
TEST_053,4.741327995786204
TEST_054,35.21924161848583
TEST_055,7.1630832731303675
TEST_056,14.246231588150104
TEST_057,441.97733611558454
TEST_058,26.129133030825294
TEST_059,54.150191895348954
TEST_060,16.047227144931426
TEST_061,244.39932381496558
TEST_062,1.7811479689657543
TEST_063,95.01671247555633
TEST_064,25.567013455304355
TEST_065,2.258915575800551
TEST_066,28.694588430749974
TEST_067,16.196953423960288
TEST_068,141.41647250701484
TEST_069,23.002762742106295
TEST_070,67.87346173800893
TEST_071,13.564381629092619
TEST_072,1.964716986604731
TEST_073,3.205531138700426
TEST_074,2.507841010033165
TEST_075,66.4125261619698
TEST_076,22.48019116362607
TEST_077,1.96381240929828
TEST_078,147.5604598600697
TEST_079,36.447689278889435
TEST_080,41.26482427315205
TEST_081,30.180053130893906
TEST_082,13.915537948446703
TEST_083,0.9538937428415328
TEST_084,89.82557377294174
TEST_085,129.41958414499916
TEST_086,44.35065110253056
TEST_087,81.48918982138501
TEST_088,12.903276389333232
TEST_089,46.04420724393743
TEST_090,15.641077454959403
TEST_091,37.10479188144155
TEST_092,5.866782664019719
TEST_093,55.347753745716204
TEST_094,91.64314819766484
TEST_095,13.212956341865576
TEST_096,25.567013455304355
TEST_097,55.347753745716204
TEST_098,9.736435697988753
TEST_099,20.756302909703745
TEST_100,1.4239672466462232
TEST_101,30.199517204020314
TEST_102,9.736435697988753
TEST_103,16.404009041941475
TEST_104,10.599856845091645
TEST_105,14.481048230513553
TEST_106,46.04420724393743
TEST_107,173.06131525419397
TEST_108,105.56744241030644
TEST_109,18.988908421013445
TEST_110,40.05437873654051
TEST_111,51.74678033515898
TEST_112,78.59591965181947
