ID,IC50_nM
TEST_000,30.125435461664033
TEST_001,10.012672240518475
TEST_002,112.6937939248695
TEST_003,39.20125762951651
TEST_004,34.62049980334253
TEST_005,76.067650076623
TEST_006,64.93816315762126
TEST_007,44.78507783423644
TEST_008,16.72887232630895
TEST_009,6.487838043422771
TEST_010,0.8869517603333524
TEST_011,4.9922922370916725
TEST_012,5.275536919308151
TEST_013,21.037784397664772
TEST_014,39.07149238789147
TEST_015,27.02091180818955
TEST_016,332.2767852110774
TEST_017,66.68067692136246
TEST_018,103.12247631549246
TEST_019,26.59500032721553
TEST_020,29.364323503501232
TEST_021,28.914121391008045
TEST_022,36.374748564263356
TEST_023,119.96834472302358
TEST_024,174.22079854237163
TEST_025,17.278259805078452
TEST_026,103.5237511186936
TEST_027,9.862037887881884
TEST_028,36.96579068193282
TEST_029,68.96043621637057
TEST_030,62.11550208324479
TEST_031,37.48003605517048
TEST_032,103.45861653722471
TEST_033,41.276227740835225
TEST_034,42.963534256987046
TEST_035,121.04680569624847
TEST_036,243.50057999520234
TEST_037,47.11508728227672
TEST_038,36.957279973944416
TEST_039,29.22133142440376
TEST_040,43.527794913025694
TEST_041,31.590546777770346
TEST_042,101.22784699951224
TEST_043,29.364323503501232
TEST_044,13.505168278550492
TEST_045,121.01336384818148
TEST_046,2.656439932029996
TEST_047,0.4504016781680845
TEST_048,2.507841010033165
TEST_049,73.26220742094301
TEST_050,1.739402139780296
TEST_051,46.214685295310055
TEST_052,51.54659707832477
TEST_053,74.49606501728188
TEST_054,46.214685295310055
TEST_055,165.48552039537196
TEST_056,1.233104833228912
TEST_057,228.7968284327968
TEST_058,20.225999864726198
TEST_059,13.917460583869072
TEST_060,1.2909219936153433
TEST_061,161.25010273377302
TEST_062,30.556246157876885
TEST_063,142.65927086477424
TEST_064,11.665409801470457
TEST_065,49.85399892639874
TEST_066,18.469990270549403
TEST_067,11.002718452957287
TEST_068,175.93409040302296
TEST_069,9.600372743046822
TEST_070,443.91859097756964
TEST_071,10.962257517730988
TEST_072,48.80901012475754
TEST_073,38.83291570049557
TEST_074,32.04793122849433
TEST_075,85.64460288900531
TEST_076,55.61603195975966
TEST_077,37.957709700253005
TEST_078,192.38151183810956
TEST_079,13.699351215862288
TEST_080,51.54659707832477
TEST_081,60.64569815101391
TEST_082,15.508388310814876
TEST_083,11.386755619502086
TEST_084,109.06866565159731
TEST_085,39.075091171056535
TEST_086,57.33502418002757
TEST_087,25.79051414074451
TEST_088,1.7406040913032026
TEST_089,36.64882033668757
TEST_090,7.768729500396058
TEST_091,17.334048205889456
TEST_092,157.1809828203898
TEST_093,8.202642984285777
TEST_094,86.45033224053527
TEST_095,1.431858163786463
TEST_096,11.665409801470457
TEST_097,8.655732164235788
TEST_098,1.970606903989123
TEST_099,15.776112696993437
TEST_100,54.62607542126992
TEST_101,48.71918336436809
TEST_102,1.970606903989123
TEST_103,11.473607789425202
TEST_104,10.043844955739015
TEST_105,1.3561258674356254
TEST_106,36.421682151093236
TEST_107,79.79946872679736
TEST_108,68.05499399489744
TEST_109,1.0396807429275097
TEST_110,29.364323503501232
TEST_111,12.69133017750452
TEST_112,250.11323107652404
